id,date,country_id,snu_id,lgu_id,community_id,country,snu_name,lgu_name,community_name,buyer_id,fisher_id,gear_type,ma_id,ma_name,ma_lat,ma_lon,population,community_lat,community_lon,est_buyers,est_fishers,label,buying_unit,fishbase_id,weight_mt,count,total_price_usd,family_scientific,family_local,species_scientific,species_local,is_focal,a,b,lmax,yearmonth
0ba4d9b7-30c7-4652-b7f3-a12bf6ae9c78,2022-05-05,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.01361999988,18390,11.6478,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-05-01
8a2cd013-01f4-4d3a-8939-7130fe218f9e,2022-03-30,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Cubera,Cubera,1427.0,0.00907999992,3,25.884,Lutjanidae,,Lutjanus cyanopterus,Cubera,0,0.31606,3.033,44.2703702,2022-03-01
51fb3101-1341-41c4-a01a-ccae524b860d,2022-04-06,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.0680999994,100,213.543,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-04-01
da37c5ce-364b-4fca-92c7-92b61a59a9e0,2022-04-06,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2322411981801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.09079999920000001,122600,129.42000000000002,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
fb2be77e-c5c1-435a-abe8-3f58a4613ce0,2022-05-02,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.011349999900000001,4,58.239000000000004,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-05-01
225f25e7-0711-4c91-af05-1652aed4f1d3,2022-04-25,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.00680999994,3,34.943400000000004,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-04-01
cb6f80d0-d070-4287-9747-9be6c13aae38,2022-03-24,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,2551 69450 1801,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Jurel,Jurel,71.0,0.011803999896,49,26.91936,Carangidae,,Caranx hippos,Jurel,0,0.03045,2.854,62.71428571,2022-03-01
f5d10ddc-8d5f-49a6-bbcf-3aec77cc261f,2022-05-28,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.01815999984,35,62.1216,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-05-01
a001006c-f766-4343-982e-3f4394d3e8a1,2022-03-21,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.041767999632,56396,71.43984,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-03-01
a1bc0c72-466a-4375-8c29-4199a81bc6c5,2022-03-30,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Jurel,Jurel / Cabo,71.0,0.005447999952,1,12.424320000000002,Carangidae,,Caranx hippos,Jurel,0,0.03045,2.854,62.71428571,2022-03-01
85d28a01-e444-423a-a098-fb8ab2fb6db3,2022-04-07,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2265913601801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.01815999984,24520,15.5304,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
cc718c1c-ca9f-4072-9d8f-89962053843a,2022-05-20,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.00907999992,15,25.884,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-05-01
004ad036-4a7b-4b54-802e-23a618e1f5b2,2022-03-24,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.027693999756,35,78.9462,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-03-01
b0c3df0d-5934-4b2e-ae7d-3667e7321a0f,2022-04-01,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.045399999600000004,61300,90.59400000000001,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
130027a1-f9e5-4d3f-b63e-b786df2d52c3,2022-03-17,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.007717999932,11,22.0014,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-03-01
a1e00978-4167-43fe-81af-df04aab98a9c,2021-12-06,4,21,126,1170,Guatemala,Izabal,Puerto Barrios,Punta de Manabique,863,Misael James_GTM_Punta de Manabique,,19.0,Puerto Barrios,,,110.0,15.94918,-88.61902,2.0,35.0,Langosta,Langosta,,0.01588999986,5,144.9504,,,,,0,,,,2021-12-01
f3126085-27f0-4ea4-b1d1-e7ba7c25682d,2022-04-22,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1660268831801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.01361999988,4,69.88680000000001,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-04-01
49bcca2e-e2b5-423d-bb83-8d2177f799fb,2022-03-14,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Trasmallos,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Robalo,Robalo,345.0,0.001361999988,1,5.8239,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-03-01
3d777fe0-46de-427e-9579-9635b09ba776,2022-04-29,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2322443161801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.01361999988,18390,27.1782,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
1ccd6381-753d-442d-969a-6c574e6c122d,2022-04-05,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,2551 69450 1801,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Colorado,Colorado,181.0,0.00453999996,7,20.7072,Lutjanidae,,Lutjanus sygris,Colorado,0,0.029317692,2.910557692,41.0,2022-04-01
94f3c7f1-59aa-4eaa-99fe-e768d49684b9,2022-03-23,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.226999998,306500,388.26000000000005,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-03-01
a3d3a62f-30db-4fb9-8bb9-ad3c379dab17,2022-05-04,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.0680999994,91950,58.239000000000004,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-05-01
a93e0ded-cdf8-4838-a7ab-9451f25aa444,2022-04-26,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.005447999952,1,27.954720000000002,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-04-01
82c810b7-3ac9-416e-b901-ccc0e5fef62b,2022-04-01,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.022699999800000002,30650,45.297000000000004,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
b669a00e-ef98-4fe3-ae51-35dd60676c53,2022-04-06,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2265913601801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.03631999968,49040,62.1216,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
d1ebab1f-182f-4963-b378-8802cfa20f77,2022-04-29,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.011349999900000001,4,58.239000000000004,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-04-01
65873e6c-abb5-4851-b724-f62c83f2f07a,2022-05-04,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.03631999968,30,113.8896,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-05-01
511a2a76-e5ee-40a0-8e76-0ab1751ee139,2022-04-02,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.01361999988,6,69.88680000000001,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-04-01
ad821d7d-a384-4707-88f4-3a331f9c6359,2022-04-29,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2265913601801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.045399999600000004,61300,90.59400000000001,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
1d5d43aa-fcec-4768-ab61-f35b8cc9cb1b,2022-05-05,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2206464571801,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.00907999992,16,28.4724,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-05-01
202b19db-36bf-4d46-a720-db895fa6c521,2022-03-24,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,2551 69450 1801,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Colorado,Colorado,181.0,0.001815999984,3,5.1768,Lutjanidae,,Lutjanus sygris,Colorado,0,0.029317692,2.910557692,41.0,2022-03-01
bba836ce-9afe-40a5-a6c2-c707e27cc9cf,2022-03-28,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Robalo,Robalo,345.0,0.00680999994,2,38.826,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-03-01
12e2add7-6291-4b45-926f-9243f68ac23a,2022-03-24,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,Ardel Medina_GTM_La Graciosa,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Cubera,Cubera,1427.0,0.01361999988,15,38.826,Lutjanidae,,Lutjanus cyanopterus,Cubera,0,0.31606,3.033,44.2703702,2022-03-01
d8af2db2-aeb4-4746-888b-cc5cf110fd17,2022-05-12,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Trasmallos,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Robalo,Robalo,345.0,0.0031779999720000004,2,16.30692,Centropomidae,,Centropomus undecimalis,Robalo,0,0.00930125,2.97125,,2022-05-01
